UNIQUE_REFERENCE_NUMBER,NAME,POINTX_CLASSIFICATION_CODE,FEATURE_EASTING,FEATURE_NORTHING,POSITIONAL_ACCURACY_CODE,UPRN,TOPOGRAPHIC_TOID,TOPOGRAPHIC_TOID_VERSION,USRN,USRN_MATCH_INDICATOR,DISTANCE,ADDRESS_DETAIL,STREET_NAME,LOCALITY,GEOGRAPHIC_COUNTY,POSTCODE,ADMINISTRATIVE_BOUNDARY,TELEPHONE_NUMBER,URL,BRAND,QUALIFIER_TYPE,QUALIFIER_DATA,PROVENANCE,DATE_OF_SUPPLY
131505766,Two Seasons,9480686,292268.2,92785.7,1,10013050882.0,osgb1000002070809085,2,14200389,3,54.2,28,Princesshay,Exeter,Devon,EX1 1GE,Exeter District,1392271010.0,www.twoseasons.co.uk,Two Seasons,,,118 Information,01-SEP-2021
131527622,Poundland,9480701,292366.1,92945.0,1,100041045957.0,osgb1000012318201,6,14200757,1,34.7,14-15,Sidwell Street,Exeter,Devon,EX4 6NN,Exeter District,1392279474.0,www.poundland.co.uk,Poundland,,,118 Information,01-SEP-2021
129845306,Finance Department,2090135,292494.0,92587.0,1,100041044084.0,osgb1000012317851,6,14200053,1,21.3,Devon Probation Service 3-5,Barnfield Road,Exeter,Devon,EX1 1RD,Exeter District,1392495483.0,www.finance-department.co.uk,,,,118 Information,01-SEP-2021
129832925,Otto Physiotherapy,5280345,292631.1,92478.6,1,10091470083.0,osgb1000012318722,5,14200236,1,18.6,34,Denmark Road,Exeter,Devon,EX1 1SE,Exeter District,1392247668.0,www.ottophysio.co.uk,,,,118 Information,01-SEP-2021
149607317,Infomentor Ltd,2080117,292260.0,92941.0,1,10023123439.0,osgb1000012318275,4,14200580,1,14.2,Second Floor Brittany House,New North Road,Exeter,Devon,EX4 4EP,Exeter District,8456803681.0,www.infomentor.co.uk,,,,118 Information,01-SEP-2021
146516419,Kiterise,5280365,292446.0,92643.0,1,10023122013.0,osgb1000012317867,4,14200159,3,40.0,4,Barnfield Crescent,Exeter,Devon,EX1 1QT,Exeter District,1392949011.0,www.kiterise.com,,,,118 Information,01-SEP-2021
149624388,Exe Coffee Roasters,1020013,292740.7,92794.7,1,100041045045.0,osgb1000012317520,4,14200380,1,12.9,19,Heavitree Road,Exeter,Devon,EX1 2LD,Exeter District,1392271549.0,www.execoffeeroasters.co.uk,,,,118 Information,01-SEP-2021
158336111,Regionally,2090147,292440.0,92446.0,1,10013045147.0,osgb1000002070664368,5,14201842,1,16.7,The Senate,Southernhay Gardens,Exeter,Devon,EX1 1UG,Exeter District,8000484787.0,,,,,118 Information,01-SEP-2021
159611642,Exeter Data Recovery,2080117,292440.0,92446.0,1,10013045147.0,osgb1000002070664368,5,14201842,1,16.7,The Senate Southernhay Gardens,,Exeter,Devon,EX1 1UG,Exeter District,1392340355.0,www.exeterdatarecovery.co.uk,,,,118 Information,01-SEP-2021
156919595,Gourmet Peri Peri,1020043,292533.0,93026.0,1,100041046033.0,osgb1000012322931,6,14200757,1,21.0,155,Sidwell Street,Exeter,Devon,EX4 6RT,Exeter District,1392413344.0,www.gourmetperiperi.com,,Restaurant Type,Restaurant,118 Information,01-SEP-2021
161938021,Kingbourne & Co,2110190,292674.8,92375.6,1,10013042067.0,osgb1000012318639,5,14200513,1,12.9,23,Magdalen Road,Exeter,Devon,EX2 4TA,Exeter District,1392984466.0,www.kingbourne.co.uk,,,,118 Information,01-SEP-2021
161936959,Toco Creative,2080115,292456.5,92642.5,1,10023123722.0,osgb1000012317869,4,14200159,3,44.0,5,Barnfield Crescent,Exeter,Devon,EX1 1QT,Exeter District,1392422007.0,www.tococreative.co.uk,,,,118 Information,01-SEP-2021
161944862,The Ark Pet Centre,9480691,292485.2,93033.7,1,100041045968.0,osgb1000012323822,4,14200757,1,17.6,32,Sidwell Street,Exeter,Devon,EX4 6NN,Exeter District,1392435595.0,www.arkpetcentres.com,,,,118 Information,01-SEP-2021
161949665,Eat the Bird,1020043,292406.3,92905.2,1,100041046053.0,osgb1000012318175,5,14200757,1,21.8,183,Sidwell Street,Exeter,Devon,EX4 6RD,Exeter District,1392258737.0,www.eatthebird.co.uk,,Restaurant Type,American Restaurant,118 Information,01-SEP-2021
161955171,Living Space Architects,2040063,292292.0,92572.0,1,100041046187.0,osgb1000012317710,5,14200773,1,20.4,18,Southernhay West,Exeter,Devon,EX1 1PJ,Exeter District,1392270420.0,,,,,118 Information,01-SEP-2021
162681985,Magdalen Health,5280345,292562.0,92311.0,1,100041044707.0,osgb1000012318589,3,14200295,1,22.6,1,Fairpark Road,Exeter,Devon,EX2 4HL,Exeter District,1392428141.0,,,,,118 Information,01-SEP-2021
166078968,Astley Media,2080114,292226.0,92920.0,1,10023119588.0,osgb1000012318106,5,14200595,1,13.3,6,Northernhay Place,Exeter,Devon,EX4 3QJ,Exeter District,1392267390.0,,,,,118 Information,01-SEP-2021
165166792,Dart Inventory Services,2090135,292419.0,92642.0,1,10023118852.0,osgb1000012317864,5,14200159,3,16.6,1,Barnfield Crescent,Exeter,Devon,EX1 1QT,Exeter District,1392956789.0,,,,,118 Information,01-SEP-2021
165162244,Ear Matters Exeter,5280330,292631.1,92478.6,1,10091470083.0,osgb1000012318722,5,14200236,1,18.6,34,Denmark Road,Exeter,Devon,EX1 1SE,Exeter District,7541384915.0,,,,,118 Information,01-SEP-2021
64007157,Electricity Sub Station,6340433,292981.0,92009.0,2,,Not Assigned,0,14200510,3,6.1,,,,Devon,EX2,Exeter District,,,,,,Ordnance Survey,01-SEP-2021
64041899,Electricity Sub Station,6340433,292924.0,92369.0,2,,Not Assigned,0,14200513,3,8.3,,,,Devon,EX2,Exeter District,,,,,,Ordnance Survey,01-SEP-2021
64066433,Electricity Sub Station,6340433,292587.0,92139.0,2,,Not Assigned,0,14200884,3,5.0,,,,Devon,EX2,Exeter District,,,,,,Ordnance Survey,01-SEP-2021
68587625,Letter Box,6340457,292686.0,92573.0,1,,osgb5000005167742401,2,14200052,3,6.3,,,,Devon,EX1,Exeter District,,,,,,Ordnance Survey,01-SEP-2021
68587626,Letter Box,6340457,292378.0,92897.0,1,10023124451.0,osgb1000002062226936,25,14200757,3,8.8,,,,Devon,EX4,Exeter District,,,,,,Ordnance Survey,01-SEP-2021
68587629,Letter Box,6340457,292692.0,92368.0,1,,osgb1000002062235849,3,14200513,3,4.3,,,,Devon,EX2,Exeter District,,,,,,Ordnance Survey,01-SEP-2021
111316251,Public Conveniences,6340461,292502.0,92867.0,1,,osgb1000012318194,9,14200622,3,39.8,,,,Devon,EX1,Exeter District,,,,,,Ordnance Survey,01-SEP-2021
164235386,Electricity Sub Station,6340433,292557.0,92809.0,2,,Not Assigned,0,14200622,3,25.9,,,,Devon,EX1,Exeter District,,,,,,Ordnance Survey,01-SEP-2021
141445918,The Best Connection Employment Group,2050078,292411.0,92725.0,1,100041124237.0,osgb1000012317888,5,14200243,1,13.2,First Floor Berkeley House,Dixs Field,Exeter,Devon,EX1 1PZ,Exeter District,1392435468.0,www.thebestconnection.co.uk,The Best Connection,,,Local Data Company,01-SEP-2021
141288058,Weekes,2110190,292787.4,92384.4,1,100041131445.0,osgb1000012318606,4,14200513,1,11.6,65,Magdalen Road,Exeter,Devon,EX2 4TA,Exeter District,,,,,,Local Data Company,01-SEP-2021
145837089,Meat 59,1020013,292691.7,92377.7,1,100040222653.0,osgb1000012318634,5,14200513,1,14.0,29,Magdalen Road,Exeter,Devon,EX2 4TA,Exeter District,,,,,,Local Data Company,01-SEP-2021
149632635,Fenn Wright Manson,9460656,292331.0,92928.0,1,100041045955.0,osgb1000012318199,7,14200757,1,40.3,1,Sidwell Street,Exeter,Devon,EX4 6NN,Exeter District,1392284150.0,www.fennwrightmanson.com,Fenn Wright Manson,,,Local Data Company,01-SEP-2021
160717446,Godiva Chocolatier,9470663,292331.0,92928.0,1,100041045955.0,osgb1000012318199,7,14200757,1,40.3,1,Sidwell Street,Exeter,Devon,EX4 6NN,Exeter District,1392284150.0,www.godivachocolates.co.uk/,Godiva Chocolatier,,,Local Data Company,01-SEP-2021
161805409,Gourmet Peri Peri,1020013,292533.0,93026.0,1,100041046033.0,osgb1000012322931,6,14200757,1,21.0,155,Sidwell Street,Exeter,Devon,EX4 6RT,Exeter District,,,,,,Local Data Company,01-SEP-2021
124105283,William Kingdon Clifford Black Plaque,3200269,292798.0,92098.0,2,,Not Assigned,0,14200624,2,0.4,9,Park Place,Exeter,Devon,EX2,Exeter District,,openplaques.org/plaques/13101,,Plaque Type,Black,Open Plaques,01-SEP-2021
124109985,Henrietta Green Plaque,3200269,292281.0,92648.0,3,,Not Assigned,0,14200066,3,20.4,Debenhams,,Exeter,Devon,EX1,Exeter District,,openplaques.org/plaques/6810,,Plaque Type,Green,Open Plaques,01-SEP-2021
157516516,Calvo Loco,1020034,292680.1,92375.6,1,10023121118.0,osgb1000012318638,5,14200513,1,12.6,"25, Magdalen Road",City Centre,Exeter,Devon,EX2 4TA,Exeter District,,,,,,Local Data Company,01-SEP-2021
157516523,St Leonards Bakery,9470661,292728.9,92378.0,1,10013038207.0,osgb1000012318625,5,14200513,1,11.7,43,Magdalen Road,Exeter,Devon,EX2 4TA,Exeter District,,,,,,Local Data Company,01-SEP-2021
157516533,Legends Barbers,2100156,292726.0,93195.0,1,100041225619.0,osgb1000012323687,4,14200757,1,14.7,98,Sidwell Street,Exeter,Devon,EX4 6RF,Exeter District,,,,,,Local Data Company,01-SEP-2021
157516931,Me Sopotamia Food Bazaar,9470699,292503.7,93050.8,1,100041045971.0,osgb1000012322906,11,14200757,1,17.3,35-36,Sidwell Street,Exeter,Devon,EX4 6NS,Exeter District,,,,,,Local Data Company,01-SEP-2021
157515264,Badaries Barbershop,2100156,292319.0,93111.0,1,10013038134.0,osgb1000012323934,3,14200493,1,14.6,Horizon Shop 47,Longbrook Street,Exeter,Devon,EX4 6AW,Exeter District,,,,,,Local Data Company,01-SEP-2021
145671255,Southernhay United Reformed Church,6340459,292382.0,92737.0,1,100041124270.0,osgb1000012318230,5,14200243,2,12.0,Dixs Field,,Exeter,Devon,EX1 1QD,Exeter District,,,,Religion,United Reformed Church (Christian),Ordnance Survey,01-SEP-2021
127054981,Irene Vanbrugh and Violet Vanbrugh Blue Plaque,3200269,292314.0,92734.0,4,,Not Assigned,0,14200661,2,24.8,On the Walkway Between Roman Walk and Southernhay,Near the Exeter Blitz Memorial,Exeter,Devon,EX1,Exeter District,,openplaques.org/plaques/33236,,Plaque Type,Blue,Open Plaques,01-SEP-2021
145872368,St Matthews Church Hall,6340456,292826.7,92820.9,1,10023117795.0,osgb1000012317463,6,14200504,2,25.5,Lower Summerlands,,Exeter,Devon,EX1 2LJ,Exeter District,,,,,,Ordnance Survey,01-SEP-2021
103381978,Halifax plc,2090141,292278.4,92886.8,1,10013037662.0,osgb1000012318252,6,14200389,1,23.5,1 Roman Gate 252,High Street,Exeter,Devon,EX4 3PZ,Exeter District,,,,,,VocaLink,01-SEP-2021
115406933,TSB,2090141,292245.0,92809.0,1,100041045101.0,osgb1000012317962,7,14200389,1,21.8,6,High Street,Exeter,Devon,EX4 3LF,Exeter District,,,,,,VocaLink,01-SEP-2021
122461841,Royal Bank of Scotland,2090141,292650.4,93186.9,1,100041045988.0,osgb5000005137193134,1,14200757,1,22.1,69-73,Sidwell Street,Exeter,Devon,EX4 6PH,Exeter District,,,,,,VocaLink,01-SEP-2021
21841117,Bus Stop (Sidwell Street),10590732,292518.0,93039.0,1,,Not Assigned,0,14200757,3,1.2,,,,Devon,EX4,Exeter District,,,,SMS Number,dvndmpaj,Department for Transport,01-SEP-2021
21841118,Bus Stop (Sidwell Street),10590732,292420.0,92957.0,1,,Not Assigned,0,14200757,3,6.2,,,,Devon,EX4,Exeter District,,,,SMS Number,dvndmjpt,Department for Transport,01-SEP-2021
21841121,Bus Stop (High Street),10590732,292271.0,92853.0,1,,Not Assigned,0,14200389,3,1.1,,,,Devon,EX1,Exeter District,,,,SMS Number,dvndmjdp,Department for Transport,01-SEP-2021
21841125,Bus Stop (High Street),10590732,292160.0,92779.0,1,,Not Assigned,0,14200389,3,3.3,,,,Devon,EX4,Exeter District,,,,SMS Number,dvndmjap,Department for Transport,01-SEP-2021
21841128,Bus Stop (Central Station),10590732,291857.0,92918.0,1,,Not Assigned,0,14200684,3,2.6,,,,Devon,EX4,Exeter District,,,,SMS Number,dvndmgmj,Department for Transport,01-SEP-2021
21841044,Bus Stop (Cheeke Street),10590732,292566.0,92951.0,1,,Not Assigned,0,14200151,3,1.6,,,,Devon,EX1,Exeter District,,,,SMS Number,dvndmpgd,Department for Transport,01-SEP-2021
21841046,Bus Stop (The Pyramids),10590732,292706.0,92793.0,1,,Not Assigned,0,14200380,3,2.7,,,,Devon,EX1,Exeter District,,,,SMS Number,dvndmpjg,Department for Transport,01-SEP-2021
21841072,Bus Stop (Fore Street),10590732,291876.0,92519.0,1,,Not Assigned,0,14200309,3,2.6,,,,Devon,EX4,Exeter District,,,,SMS Number,dvndmgmw,Department for Transport,01-SEP-2021
21841073,Bus Stop (Fore Street),10590732,291881.0,92526.0,1,,Not Assigned,0,14200309,3,3.4,,,,Devon,EX4,Exeter District,,,,SMS Number,dvndmgpd,Department for Transport,01-SEP-2021
21841075,Bus Stop (Fore Street),10590732,291874.0,92507.0,1,,Not Assigned,0,14200309,3,3.8,,,,Devon,EX4,Exeter District,,,,SMS Number,dvndmgpa,Department for Transport,01-SEP-2021
21841461,Bus Stop (Paris Street),10590732,292323.0,92865.0,1,,Not Assigned,0,14200622,3,6.4,,,,Devon,EX1,Exeter District,,,,SMS Number,dvndmjmp,Department for Transport,01-SEP-2021
21841330,Bus Stop (George's Meeting House),10590732,292088.0,92320.0,1,,Not Assigned,0,14200768,3,1.2,,,,Devon,EX1,Exeter District,,,,SMS Number,dvndmjag,Department for Transport,01-SEP-2021
21841332,Bus Station,10590732,292522.0,92911.0,1,,Not Assigned,0,14200045,3,30.0,,,,Devon,EX1,Exeter District,,,,SMS Number,dvndmpdg,Department for Transport,01-SEP-2021
21841207,Bus Stop (St James Road),10590732,292790.0,93292.0,1,,Not Assigned,0,14200611,3,1.6,,,,Devon,EX4,Exeter District,,,,SMS Number,dvndmpmp,Department for Transport,01-SEP-2021
21842688,Bus Station,10590732,292464.0,92859.0,1,,Not Assigned,0,14200045,3,28.7,,,,Devon,EX1,Exeter District,,,,SMS Number,dvndmjtp,Department for Transport,01-SEP-2021
21046508,Exeter Citizens Advice,5290358,292446.0,92788.0,1,100041123951.0,osgb1000012317917,8,14200243,1,24.6,,Dix's Field,Exeter,Devon,EX1 1QA,Exeter District,,www.citizensadvice.org.uk/about-us/contact-us/contact-us/search-for-your-local-citizens-advice/local-citizens-advice-details/?serialnumber=101101,,,,National Association of Citizens Advice Bureaux,01-SEP-2021
18341863,War Memorial,3170245,291991.0,92978.0,1,,osgb1000002062007343,3,14202110,3,108.6,,,,Devon,EX4,Exeter District,,,,,,Ordnance Survey,01-SEP-2021
18793194,Statue,3170245,292194.0,92988.0,1,,osgb5000005178808834,3,14200595,3,21.5,,,,Devon,EX4,Exeter District,,,,,,Ordnance Survey,01-SEP-2021
20295383,Martyrs' Memorial,3170245,292673.0,92592.0,1,,osgb1000012317039,4,14200236,3,10.6,,,,Devon,EX1,Exeter District,,,,,,Ordnance Survey,01-SEP-2021
26655002,Bus Stop (St Sidwell's School),10590732,292434.0,93257.0,1,,Not Assigned,0,14200955,3,3.8,,,,Devon,EX4,Exeter District,,,,SMS Number,dvngdwgd,Department for Transport,01-SEP-2021
104990598,Bus Stop (Portland House),10590732,292304.0,93000.0,1,,Not Assigned,0,14200493,3,4.2,,,,Devon,EX4,Exeter District,,,,SMS Number,dvngpama,Department for Transport,01-SEP-2021
109591741,Bus Stop (Bampfylde Street),10590732,292610.0,93031.0,1,,Not Assigned,0,14200045,3,3.0,,,,Devon,EX1,Exeter District,,,,SMS Number,dvngpgwj,Department for Transport,01-SEP-2021
103916070,Sidwell Dental Surgery,5280368,292698.0,93169.0,1,,osgb1000012322984,5,14200695,3,14.0,115b,Sidwell Street,Exeter,Devon,EX4 6RY,Exeter District,1392274720.0,,,,,Wilmington Healthcare Ltd,01-SEP-2021
103915704,Barnfield Dental Studio,5280368,292806.0,92646.0,1,10013049963.0,osgb1000012317125,4,14200052,1,29.6,10a,Barnfield Hill,Exeter,Devon,EX1 1SR,Exeter District,1392423668.0,,,,,Wilmington Healthcare Ltd,01-SEP-2021
26368829,Post Office (Sidwell Street),9480763,292567.0,93120.0,1,,osgb1000042780787,5,14200004,3,15.0,Sidwell Street Post Office 51,Sidwell Street,Exeter,Devon,EX4 6NS,Exeter District,,www.postoffice.co.uk,Royal Mail,,,Royal Mail,01-SEP-2021
146467637,Bus Stop (Belgrave Road),10590732,292640.0,92975.0,1,,Not Assigned,0,14200068,3,5.9,,,,Devon,EX1,Exeter District,,,,SMS Number,dvngjwgj,Department for Transport,01-SEP-2021
134439857,Bus Stop (Cheeke Street),10590732,292535.0,92976.0,1,,Not Assigned,0,14200151,3,2.6,,,,Devon,EX4,Exeter District,,,,SMS Number,dvngtgtg,Department for Transport,01-SEP-2021
105353882,Wi-Fi Hotspot (O2 Limited),6340802,292155.3,92796.6,1,100041045168.0,osgb1000012318006,5,14200389,1,20.3,241,High Street,Exeter,Devon,EX4 3NZ,Exeter District,,,,,,O2 Limited,01-SEP-2021
124920664,Wi-Fi Hotspot (BT Openzone),6340802,292237.0,92866.0,1,100041142028.0,osgb1000012318026,5,14200389,1,29.3,250,High Street,Exeter,Devon,EX4 3PZ,Exeter District,,,,,,BT Openzone,01-SEP-2021
145538516,Wi-Fi Hotspot (The Cloud),6340802,291897.0,92516.0,1,100040213792.0,osgb1000012290089,8,14200309,2,15.2,81-82,Fore Street,Exeter,Devon,EX4 3HR,Exeter District,,,,,,The Cloud,01-SEP-2021
153507918,Wi-Fi Hotspot (BT Openzone),6340802,292124.0,92730.0,1,100041045113.0,osgb1000012317842,7,14200389,3,15.4,St Stephens House,,Exeter,Devon,EX4 3LN,Exeter District,,,,,,BT Openzone,01-SEP-2021
47973087,McDonald's Restaurant,1020018,291909.0,92602.0,1,100041045133.0,osgb1000012290378,5,14200389,1,30.0,190,High Street,Exeter,Devon,EX4 3DU,Exeter District,1392413737.0,www.mcdonalds.co.uk/ukhome.html,McDonald's,,,118 Information,01-SEP-2021
41263549,Smythen Street,10540736,291851.0,92368.0,1,10023124501.0,osgb1000002062017613,8,14200762,2,25.1,Smythen Street,,Exeter,Devon,EX1 1BN,Exeter District,,,,,,Department for Transport (Parking),01-SEP-2021
48023084,Orca Kebab,1020018,291784.0,92439.0,1,100041044785.0,osgb1000012291635,6,14200309,1,21.4,155,Fore Street,Exeter,Devon,EX4 3AT,Exeter District,1392253777.0,,,,,118 Information,01-SEP-2021
48035431,The Old Fire House,1020034,292249.6,93011.7,1,100040225436.0,osgb1000012323984,5,14200580,1,10.5,50,New North Road,Exeter,Devon,EX4 4EP,Exeter District,1392277279.0,,,,,118 Information,01-SEP-2021
48051524,Locomotive Inn,1020034,292170.4,93075.4,1,,osgb1000002070796109,5,14200494,3,2.9,36-38,New North Road,Exeter,Devon,EX4 4EP,Exeter District,1392275840.0,,,,,118 Information,01-SEP-2021
48733759,Burton,9460656,292076.0,92764.0,1,,osgb1000012318018,5,14200574,3,23.5,231,High Street,Exeter,Devon,EX4 3NE,Exeter District,1392214120.0,www.burton.co.uk/?geoip=home,Burton,,,118 Information,01-SEP-2021
48751067,Polka Dot Gallery,9460659,292060.0,92670.0,1,10013038379.0,osgb1000012317815,5,14200389,3,20.6,12,Martins Lane,Exeter,Devon,EX1 1EY,Exeter District,1392276500.0,,,,,118 Information,01-SEP-2021
48768137,Gibsons Plaice,9470666,292811.0,92371.0,1,100041045339.0,osgb1000012318469,3,14200513,1,4.1,38,Magdalen Road,Exeter,Devon,EX2 4TD,Exeter District,1392495344.0,,,,,118 Information,01-SEP-2021
48818626,Waterstone's,9480674,292024.4,92646.7,1,100041045122.0,osgb1000002070862926,2,14200389,1,15.9,48-49,High Street,Exeter,Devon,EX4 3DJ,Exeter District,1392218392.0,www.waterstones.com,Waterstone's,,,118 Information,01-SEP-2021
48994963,Wants,9480722,292571.0,93052.0,1,,osgb1000012322940,5,14200757,2,27.5,147,Sidwell Street,Exeter,Devon,EX4 6RT,Exeter District,1392499843.0,www.wantshop.co.uk,,,,118 Information,01-SEP-2021
49720475,Pyramids Swimming & Leisure Centre,4240293,292710.0,92767.0,1,100041124880.0,osgb1000012317209,4,14200380,1,24.8,,Heavitree Road,Exeter,Devon,EX1 2LA,Exeter District,1392253553.0,www.leisurecentre.com,,,,118 Information,01-SEP-2021
48854797,Budget Interiors,9480682,292655.0,93144.0,1,100041046016.0,osgb1000012322971,6,14200757,1,13.9,123,Sidwell Street,Exeter,Devon,EX4 6RY,Exeter District,1392277977.0,www.budgetinteriors.co.uk,,,,118 Information,01-SEP-2021
48894883,Millets,9480693,291982.0,92661.0,1,100041045151.0,osgb1000012290352,5,14200389,1,22.3,207,High Street,Exeter,Devon,EX4 3EB,Exeter District,1392347660.0,www.millets.co.uk,Millets,,,118 Information,01-SEP-2021
48920201,Marks & Spencer,9480700,292013.1,92696.7,1,100041045153.0,osgb1000012317946,12,14200389,1,29.9,212-219,High Street,Exeter,Devon,EX4 3QA,Exeter District,1392214999.0,www.marksandspencer.com,M & S,,,118 Information,01-SEP-2021
54743330,Foresight Financial Planning,2090147,292275.2,92500.7,1,10013039599.0,osgb1000012317677,11,14200773,1,15.4,8,Southernhay West,Exeter,Devon,EX1 1JG,Exeter District,1392221100.0,,,,,118 Information,01-SEP-2021
54767559,In Control Debt Solutions,2090147,292497.0,92703.0,1,100041123916.0,osgb1000012317215,8,14200243,1,12.2,11-15,Dixs Field,Exeter,Devon,EX1 1QA,Exeter District,1392459267.0,www.getbackincontrol.co.uk,,,,118 Information,01-SEP-2021
54763691,The Oddfellows,2090149,292427.0,93293.0,1,100041143574.0,osgb1000012324637,3,14200955,1,25.2,16,York Road,Exeter,Devon,EX4 6BA,Exeter District,1392272749.0,www.oddfellows.co.uk/financialservices,The Oddfellows,,,118 Information,01-SEP-2021
54778893,Kitsons Solicitors,2090154,292459.0,92548.0,1,10023117555.0,osgb1000012317696,5,14200053,1,22.6,The Forum,Barnfield Road,Exeter,Devon,EX1 1QR,Exeter District,1392455555.0,www.kitsons-solicitors.co.uk,,,,118 Information,01-SEP-2021
54778920,Miln Macleod Solicitors,2090154,292256.0,92590.0,1,100041123939.0,osgb1000012317732,4,14200136,1,51.9,Bishops Chambers 14,Cathedral Close,Exeter,Devon,EX1 1EZ,Exeter District,1392686920.0,www.mmlaw.co.uk,,,,118 Information,01-SEP-2021
54772742,Meridian Taxation Services Ltd,2090147,292294.0,92580.0,1,100041124245.0,osgb1000012317709,4,14200773,1,20.6,19,Southernhay West,Exeter,Devon,EX1 1PJ,Exeter District,1392215000.0,www.meridiantax.com,,,,118 Information,01-SEP-2021
54774025,Stephens Scown,2090154,292248.1,92429.1,1,10023118497.0,osgb1000012320665,5,14200773,1,18.0,Curzon House,Southernhay West,Exeter,Devon,EX1 1RS,Exeter District,1392210700.0,www.stephens-scown.co.uk,,,,118 Information,01-SEP-2021
54780813,Everys Solicitors,2090154,292398.0,92546.0,1,100041046198.0,osgb1000012318243,5,14201842,1,17.2,Hertford House,Southernhay Gardens,Exeter,Devon,EX1 1NP,Exeter District,1392477983.0,www.everys.co.uk,Everys Solicitors,,,118 Information,01-SEP-2021
